algo,size(bytes),avg_proc_time(ms),std_err(ms),std_dev(ms)
shamir,138000,0.3919,0.0032,0.0225
shamir,139000,0.3856,0.0028,0.0199
shamir,140000,0.4008,0.0035,0.0244
shamir,141000,0.3971,0.0026,0.0184
shamir,142000,0.4043,0.0023,0.0160
shamir,143000,0.4039,0.0031,0.0222
shamir,144000,0.4044,0.0028,0.0197
shamir,145000,0.4070,0.0026,0.0182
shamir,146000,0.4129,0.0022,0.0156
shamir,147000,0.4091,0.0021,0.0151
shamir,148000,0.4429,0.0068,0.0482
shamir,149000,0.4480,0.0062,0.0442
shamir,150000,0.4448,0.0052,0.0368
shamir,151000,0.4363,0.0040,0.0280
shamir,152000,0.4443,0.0056,0.0393
shamir,153000,0.4366,0.0040,0.0280
shamir,154000,0.4483,0.0039,0.0275
shamir,155000,0.4522,0.0058,0.0407
shamir,156000,0.4561,0.0054,0.0381
shamir,157000,0.4585,0.0044,0.0309
shamir,158000,0.4606,0.0042,0.0297
shamir,159000,0.4572,0.0041,0.0293
shamir,160000,0.5597,0.0208,0.1473
shamir,161000,0.5132,0.0073,0.0519
shamir,162000,0.4764,0.0052,0.0367
shamir,163000,0.4682,0.0038,0.0269
shamir,164000,0.4601,0.0029,0.0202
shamir,165000,0.4651,0.0032,0.0229
shamir,166000,0.4708,0.0029,0.0209
shamir,167000,0.4669,0.0030,0.0209
shamir,168000,0.4709,0.0032,0.0227
shamir,169000,0.4729,0.0033,0.0236
shamir,170000,0.4814,0.0030,0.0212
shamir,171000,0.4761,0.0030,0.0213
shamir,172000,0.4764,0.0028,0.0198
shamir,173000,0.4800,0.0029,0.0208
shamir,174000,0.4888,0.0027,0.0193
shamir,175000,0.4885,0.0034,0.0243
shamir,176000,0.4897,0.0031,0.0221
shamir,177000,0.4905,0.0027,0.0188
shamir,178000,0.5155,0.0044,0.0309
shamir,179000,0.4982,0.0029,0.0203
shamir,180000,0.4988,0.0027,0.0189
shamir,181000,0.5049,0.0037,0.0260
shamir,182000,0.5182,0.0033,0.0237
shamir,183000,0.5115,0.0028,0.0201
shamir,184000,0.5164,0.0035,0.0247
shamir,185000,0.5155,0.0031,0.0222
shamir,186000,0.5269,0.0032,0.0226
shamir,187000,0.5272,0.0040,0.0285
shamir,188000,0.5258,0.0033,0.0231
shamir,189000,0.5343,0.0034,0.0243
shamir,190000,0.5419,0.0026,0.0186
shamir,191000,0.5394,0.0035,0.0246
shamir,192000,0.5363,0.0027,0.0188
shamir,193000,0.5420,0.0027,0.0188
shamir,194000,0.5434,0.0026,0.0186
shamir,195000,0.5528,0.0045,0.0321
shamir,196000,0.5426,0.0025,0.0176
shamir,197000,0.5539,0.0026,0.0185
shamir,198000,0.5744,0.0044,0.0313
shamir,199000,0.5798,0.0055,0.0391
ssms,10,0.0022,0.0001,0.0006
ssms,20,0.0022,0.0001,0.0007
ssms,30,0.0023,0.0001,0.0009
ssms,40,0.0022,0.0001,0.0008
ssms,50,0.0022,0.0001,0.0008
ssms,60,0.0025,0.0001,0.0006
ssms,70,0.0022,0.0001,0.0006
ssms,80,0.0021,0.0001,0.0007
ssms,90,0.0021,0.0001,0.0007
ssms,100,0.0021,0.0001,0.0007
ssms,110,0.0024,0.0002,0.0014
ssms,120,0.0025,0.0001,0.0008
ssms,130,0.0023,0.0001,0.0008
ssms,140,0.0027,0.0002,0.0013
ssms,150,0.0023,0.0001,0.0006
ssms,160,0.0022,0.0001,0.0007
ssms,170,0.0023,0.0001,0.0006
ssms,180,0.0022,0.0001,0.0007
ssms,190,0.0023,0.0001,0.0007
ssms,200,0.0024,0.0001,0.0007
ssms,210,0.0026,0.0001,0.0007
ssms,220,0.0024,0.0001,0.0006
ssms,230,0.0023,0.0001,0.0006
ssms,240,0.0024,0.0001,0.0006
ssms,250,0.0024,0.0001,0.0007
ssms,260,0.0023,0.0001,0.0006
ssms,270,0.0024,0.0001,0.0007
ssms,280,0.0024,0.0001,0.0006
ssms,290,0.0027,0.0001,0.0004
ssms,300,0.0023,0.0001,0.0006
ssms,310,0.0024,0.0001,0.0006
ssms,320,0.0023,0.0001,0.0006
ssms,330,0.0027,0.0002,0.0011
ssms,340,0.0025,0.0001,0.0006
ssms,350,0.0024,0.0001,0.0007
ssms,360,0.0024,0.0001,0.0006
ssms,370,0.0026,0.0001,0.0006
ssms,380,0.0026,0.0001,0.0006
ssms,390,0.0028,0.0001,0.0006
ssms,400,0.0027,0.0001,0.0006
ssms,410,0.0027,0.0001,0.0005
ssms,420,0.0028,0.0001,0.0004
ssms,430,0.0028,0.0001,0.0004
ssms,440,0.0029,0.0001,0.0004
ssms,450,0.0028,0.0001,0.0005
ssms,460,0.0029,0.0001,0.0005
ssms,470,0.0029,0.0001,0.0005
ssms,480,0.0026,0.0001,0.0006
ssms,490,0.0031,0.0002,0.0014
ssms,500,0.0031,0.0001,0.0006
ssms,510,0.0030,0.0001,0.0005
ssms,520,0.0035,0.0001,0.0007
ssms,530,0.0031,0.0001,0.0006
ssms,540,0.0032,0.0002,0.0014
ssms,550,0.0031,0.0001,0.0006
ssms,560,0.0031,0.0001,0.0006
ssms,570,0.0031,0.0001,0.0007
ssms,580,0.0031,0.0001,0.0005
ssms,590,0.0033,0.0001,0.0008
ssms,600,0.0030,0.0001,0.0005
ssms,610,0.0033,0.0002,0.0014
ssms,620,0.0035,0.0002,0.0018
ssms,630,0.0030,0.0001,0.0006
ssms,640,0.0030,0.0001,0.0005
ssms,650,0.0031,0.0001,0.0006
ssms,660,0.0030,0.0001,0.0006
ssms,670,0.0030,0.0001,0.0006
ssms,680,0.0030,0.0001,0.0006
ssms,690,0.0032,0.0001,0.0006
ssms,700,0.0031,0.0001,0.0006
ssms,710,0.0030,0.0001,0.0006
ssms,720,0.0031,0.0001,0.0006
ssms,730,0.0032,0.0001,0.0007
ssms,740,0.0032,0.0001,0.0007
ssms,750,0.0032,0.0001,0.0007
ssms,760,0.0034,0.0001,0.0007
ssms,770,0.0033,0.0001,0.0007
ssms,780,0.0032,0.0001,0.0007
ssms,790,0.0031,0.0001,0.0007
ssms,800,0.0032,0.0001,0.0006
ssms,810,0.0033,0.0001,0.0008
ssms,820,0.0032,0.0001,0.0006
ssms,830,0.0030,0.0001,0.0007
ssms,840,0.0033,0.0001,0.0007
ssms,850,0.0034,0.0001,0.0007
ssms,860,0.0032,0.0001,0.0006
ssms,870,0.0033,0.0001,0.0007
ssms,880,0.0033,0.0001,0.0007
ssms,890,0.0033,0.0001,0.0006
ssms,900,0.0033,0.0001,0.0007
ssms,910,0.0034,0.0001,0.0007
ssms,920,0.0034,0.0001,0.0006
ssms,930,0.0035,0.0001,0.0008
ssms,940,0.0037,0.0001,0.0005
ssms,950,0.0032,0.0001,0.0006
ssms,960,0.0032,0.0001,0.0007
ssms,970,0.0032,0.0001,0.0007
ssms,980,0.0031,0.0001,0.0007
ssms,990,0.0034,0.0002,0.0016
ssms,1000,0.0040,0.0001,0.0006
ssms,1010,0.0040,0.0001,0.0009
ssms,1020,0.0040,0.0001,0.0005
ssms,1030,0.0043,0.0001,0.0010
ssms,1040,0.0041,0.0003,0.0018
ssms,1050,0.0038,0.0001,0.0006
ssms,1060,0.0040,0.0001,0.0005
ssms,1070,0.0040,0.0001,0.0005
ssms,1080,0.0040,0.0000,0.0003
ssms,1090,0.0038,0.0001,0.0006
ssms,1100,0.0041,0.0001,0.0006
ssms,1110,0.0040,0.0001,0.0004
ssms,1120,0.0040,0.0001,0.0004
ssms,1130,0.0040,0.0001,0.0004
ssms,1140,0.0041,0.0001,0.0005
ssms,1150,0.0040,0.0000,0.0003
ssms,1160,0.0040,0.0001,0.0004
ssms,1170,0.0039,0.0001,0.0005
ssms,1180,0.0040,0.0000,0.0003
ssms,1190,0.0040,0.0001,0.0005
ssms,1200,0.0040,0.0001,0.0004
ssms,1210,0.0040,0.0001,0.0004
ssms,1220,0.0040,0.0001,0.0006
ssms,1230,0.0039,0.0001,0.0004
ssms,1240,0.0040,0.0001,0.0004
ssms,1250,0.0040,0.0001,0.0004
ssms,1260,0.0044,0.0002,0.0015
ssms,1270,0.0040,0.0001,0.0006
ssms,1280,0.0041,0.0001,0.0006
ssms,1290,0.0041,0.0001,0.0006
ssms,1300,0.0040,0.0001,0.0006
ssms,1310,0.0040,0.0001,0.0006
ssms,1320,0.0045,0.0003,0.0022
ssms,1330,0.0041,0.0001,0.0007
ssms,1340,0.0041,0.0001,0.0007
ssms,1350,0.0042,0.0002,0.0013
ssms,1360,0.0040,0.0001,0.0004
ssms,1370,0.0041,0.0001,0.0006
ssms,1380,0.0040,0.0001,0.0006
ssms,1390,0.0042,0.0002,0.0014
ssms,1400,0.0041,0.0001,0.0006
ssms,1410,0.0041,0.0001,0.0005
ssms,1420,0.0043,0.0002,0.0015
ssms,1430,0.0042,0.0001,0.0007
ssms,1440,0.0040,0.0001,0.0005
ssms,1450,0.0042,0.0001,0.0006
ssms,1460,0.0041,0.0001,0.0006
ssms,1470,0.0041,0.0001,0.0005
ssms,1480,0.0040,0.0001,0.0005
ssms,1490,0.0042,0.0001,0.0007
ssms,1500,0.0043,0.0001,0.0007
ssms,1510,0.0044,0.0001,0.0006
ssms,1520,0.0044,0.0001,0.0006
ssms,1530,0.0044,0.0001,0.0006
ssms,1540,0.0045,0.0001,0.0008
ssms,1550,0.0042,0.0001,0.0007
ssms,1560,0.0043,0.0001,0.0007
ssms,1570,0.0043,0.0001,0.0007
ssms,1580,0.0043,0.0001,0.0007
ssms,1590,0.0043,0.0001,0.0007
ssms,1600,0.0042,0.0001,0.0006
ssms,1610,0.0042,0.0001,0.0007
ssms,1620,0.0043,0.0001,0.0006
ssms,1630,0.0044,0.0001,0.0006
ssms,1640,0.0044,0.0001,0.0006
ssms,1650,0.0049,0.0001,0.0009
ssms,1660,0.0047,0.0001,0.0006
ssms,1670,0.0045,0.0001,0.0006
ssms,1680,0.0047,0.0001,0.0006
ssms,1690,0.0048,0.0001,0.0007
ssms,1700,0.0049,0.0001,0.0008
ssms,1710,0.0047,0.0001,0.0008
ssms,1720,0.0050,0.0001,0.0006
ssms,1730,0.0047,0.0001,0.0008
ssms,1740,0.0044,0.0001,0.0006
ssms,1750,0.0045,0.0001,0.0006
ssms,1760,0.0044,0.0001,0.0007
ssms,1770,0.0053,0.0003,0.0022
ssms,1780,0.0051,0.0004,0.0026
ssms,1790,0.0045,0.0001,0.0006
ssms,1800,0.0046,0.0001,0.0007
ssms,1810,0.0047,0.0001,0.0006
ssms,1820,0.0044,0.0001,0.0007
ssms,1830,0.0045,0.0001,0.0006
ssms,1840,0.0045,0.0001,0.0007
ssms,1850,0.0046,0.0001,0.0006
ssms,1860,0.0045,0.0001,0.0007
ssms,1870,0.0045,0.0001,0.0007
ssms,1880,0.0044,0.0001,0.0007
ssms,1890,0.0046,0.0001,0.0007
ssms,1900,0.0044,0.0001,0.0006
ssms,1910,0.0048,0.0001,0.0006
ssms,1920,0.0046,0.0001,0.0006
ssms,1930,0.0046,0.0001,0.0005
ssms,1940,0.0046,0.0001,0.0006
ssms,1950,0.0046,0.0001,0.0006
ssms,1960,0.0047,0.0001,0.0006
ssms,1970,0.0046,0.0001,0.0006
ssms,1980,0.0048,0.0001,0.0005
ssms,1990,0.0051,0.0001,0.0006
ssms,2000,0.0054,0.0001,0.0008
ssms,2010,0.0052,0.0001,0.0007
ssms,2020,0.0053,0.0001,0.0006
ssms,2030,0.0053,0.0001,0.0007
ssms,2040,0.0054,0.0001,0.0006
ssms,2050,0.0055,0.0002,0.0014
ssms,2060,0.0056,0.0003,0.0019
ssms,2070,0.0055,0.0001,0.0008
ssms,2080,0.0052,0.0002,0.0016
ssms,2090,0.0053,0.0001,0.0010
ssms,2100,0.0049,0.0001,0.0006
ssms,2110,0.0055,0.0003,0.0018
ssms,2120,0.0051,0.0001,0.0007
ssms,2130,0.0051,0.0001,0.0007
ssms,2140,0.0050,0.0001,0.0006
ssms,2150,0.0050,0.0001,0.0006
ssms,2160,0.0051,0.0001,0.0006
ssms,2170,0.0050,0.0001,0.0006
ssms,2180,0.0050,0.0001,0.0006
ssms,2190,0.0050,0.0001,0.0006
ssms,2200,0.0052,0.0001,0.0006
ssms,2210,0.0051,0.0001,0.0006
ssms,2220,0.0051,0.0001,0.0006
ssms,2230,0.0050,0.0001,0.0005
ssms,2240,0.0050,0.0001,0.0005
ssms,2250,0.0050,0.0001,0.0006
ssms,2260,0.0051,0.0001,0.0006
ssms,2270,0.0051,0.0001,0.0005
ssms,2280,0.0051,0.0001,0.0006
ssms,2290,0.0051,0.0001,0.0005
ssms,2300,0.0052,0.0001,0.0006
ssms,2310,0.0052,0.0001,0.0006
ssms,2320,0.0051,0.0001,0.0006
ssms,2330,0.0052,0.0001,0.0006
ssms,2340,0.0053,0.0001,0.0008
ssms,2350,0.0053,0.0001,0.0007
ssms,2360,0.0053,0.0001,0.0007
ssms,2370,0.0053,0.0001,0.0007
ssms,2380,0.0054,0.0001,0.0008
ssms,2390,0.0059,0.0003,0.0021
ssms,2400,0.0056,0.0001,0.0010
ssms,2410,0.0052,0.0001,0.0007
ssms,2420,0.0064,0.0011,0.0075
ssms,2430,0.0054,0.0002,0.0017
ssms,2440,0.0055,0.0003,0.0021
ssms,2450,0.0051,0.0001,0.0006
ssms,2460,0.0053,0.0001,0.0007
ssms,2470,0.0055,0.0001,0.0007
ssms,2480,0.0052,0.0001,0.0006
ssms,2490,0.0055,0.0001,0.0006
ssms,2500,0.0054,0.0001,0.0006
ssms,2510,0.0055,0.0001,0.0007
ssms,2520,0.0054,0.0001,0.0007
ssms,2530,0.0056,0.0001,0.0007
ssms,2540,0.0054,0.0001,0.0006
ssms,2550,0.0056,0.0001,0.0007
ssms,2560,0.0055,0.0001,0.0006
ssms,2570,0.0054,0.0001,0.0006
ssms,2580,0.0055,0.0001,0.0006
ssms,2590,0.0060,0.0001,0.0008
ssms,2600,0.0056,0.0001,0.0007
ssms,2610,0.0055,0.0001,0.0006
ssms,2620,0.0056,0.0001,0.0006
ssms,2630,0.0055,0.0001,0.0006
ssms,2640,0.0055,0.0001,0.0006
ssms,2650,0.0059,0.0002,0.0013
ssms,2660,0.0059,0.0001,0.0005
ssms,2670,0.0059,0.0001,0.0006
ssms,2680,0.0059,0.0001,0.0006
ssms,2690,0.0059,0.0001,0.0007
ssms,2700,0.0061,0.0003,0.0021
ssms,2710,0.0056,0.0001,0.0007
ssms,2720,0.0057,0.0002,0.0013
ssms,2730,0.0059,0.0001,0.0007
ssms,2740,0.0058,0.0001,0.0007
ssms,2750,0.0060,0.0003,0.0020
ssms,2760,0.0056,0.0001,0.0006
ssms,2770,0.0057,0.0001,0.0007
ssms,2780,0.0058,0.0001,0.0007
ssms,2790,0.0057,0.0001,0.0007
ssms,2800,0.0059,0.0001,0.0007
ssms,2810,0.0058,0.0001,0.0007
ssms,2820,0.0057,0.0001,0.0008
ssms,2830,0.0056,0.0001,0.0006
ssms,2840,0.0058,0.0001,0.0007
ssms,2850,0.0057,0.0001,0.0007
ssms,2860,0.0058,0.0001,0.0007
ssms,2870,0.0058,0.0001,0.0007
ssms,2880,0.0057,0.0001,0.0006
ssms,2890,0.0058,0.0001,0.0005
ssms,2900,0.0058,0.0001,0.0005
ssms,2910,0.0061,0.0001,0.0006
ssms,2920,0.0058,0.0001,0.0005
ssms,2930,0.0059,0.0001,0.0006
ssms,2940,0.0059,0.0001,0.0005
ssms,2950,0.0059,0.0001,0.0006
ssms,2960,0.0064,0.0001,0.0008
ssms,2970,0.0061,0.0001,0.0006
ssms,2980,0.0066,0.0001,0.0007
ssms,2990,0.0068,0.0001,0.0007
ssms,3000,0.0069,0.0002,0.0017
ssms,3010,0.0066,0.0001,0.0007
ssms,3020,0.0063,0.0001,0.0008
ssms,3030,0.0063,0.0001,0.0007
ssms,3040,0.0063,0.0001,0.0007
ssms,3050,0.0062,0.0001,0.0006
ssms,3060,0.0063,0.0001,0.0007
ssms,3070,0.0063,0.0001,0.0006
ssms,3080,0.0063,0.0001,0.0008
ssms,3090,0.0063,0.0001,0.0007
ssms,3100,0.0061,0.0001,0.0007
ssms,3110,0.0063,0.0001,0.0007
ssms,3120,0.0063,0.0001,0.0006
ssms,3130,0.0063,0.0001,0.0007
ssms,3140,0.0061,0.0001,0.0007
ssms,3150,0.0062,0.0001,0.0007
ssms,3160,0.0062,0.0001,0.0007
ssms,3170,0.0062,0.0001,0.0007
ssms,3180,0.0063,0.0001,0.0008
ssms,3190,0.0062,0.0001,0.0007
ssms,3200,0.0062,0.0001,0.0007
ssms,3210,0.0062,0.0001,0.0006
ssms,3220,0.0063,0.0001,0.0007
ssms,3230,0.0063,0.0001,0.0007
ssms,3240,0.0066,0.0003,0.0019
ssms,3250,0.0066,0.0001,0.0006
ssms,3260,0.0066,0.0001,0.0008
ssms,3270,0.0068,0.0001,0.0008
ssms,3280,0.0081,0.0011,0.0078
ssms,3290,0.0070,0.0001,0.0009
ssms,3300,0.0063,0.0001,0.0008
ssms,3310,0.0069,0.0003,0.0022
ssms,3320,0.0062,0.0001,0.0006
ssms,3330,0.0063,0.0001,0.0006
ssms,3340,0.0062,0.0001,0.0007
ssms,3350,0.0062,0.0001,0.0006
ssms,3360,0.0065,0.0001,0.0008
ssms,3370,0.0062,0.0001,0.0007
ssms,3380,0.0064,0.0001,0.0008
ssms,3390,0.0063,0.0001,0.0007
ssms,3400,0.0062,0.0001,0.0007
ssms,3410,0.0062,0.0001,0.0006
ssms,3420,0.0063,0.0001,0.0006
ssms,3430,0.0063,0.0001,0.0006
ssms,3440,0.0063,0.0001,0.0006
ssms,3450,0.0062,0.0001,0.0007
ssms,3460,0.0066,0.0001,0.0010
ssms,3470,0.0063,0.0001,0.0007
ssms,3480,0.0066,0.0001,0.0006
ssms,3490,0.0068,0.0001,0.0005
ssms,3500,0.0067,0.0001,0.0006
ssms,3510,0.0067,0.0001,0.0006
ssms,3520,0.0068,0.0001,0.0006
ssms,3530,0.0072,0.0001,0.0008
ssms,3540,0.0072,0.0001,0.0007
ssms,3550,0.0073,0.0001,0.0007
ssms,3560,0.0075,0.0002,0.0017
ssms,3570,0.0069,0.0001,0.0006
ssms,3580,0.0073,0.0001,0.0008
ssms,3590,0.0071,0.0001,0.0007
ssms,3600,0.0068,0.0001,0.0007
ssms,3610,0.0068,0.0001,0.0007
ssms,3620,0.0070,0.0001,0.0007
ssms,3630,0.0069,0.0001,0.0007
ssms,3640,0.0072,0.0001,0.0008
ssms,3650,0.0066,0.0001,0.0007
ssms,3660,0.0068,0.0001,0.0007
ssms,3670,0.0067,0.0001,0.0006
ssms,3680,0.0069,0.0001,0.0007
ssms,3690,0.0072,0.0001,0.0006
ssms,3700,0.0071,0.0001,0.0006
ssms,3710,0.0070,0.0001,0.0007
ssms,3720,0.0070,0.0001,0.0006
ssms,3730,0.0070,0.0001,0.0005
ssms,3740,0.0070,0.0001,0.0005
ssms,3750,0.0071,0.0001,0.0006
ssms,3760,0.0070,0.0001,0.0006
ssms,3770,0.0071,0.0001,0.0006
ssms,3780,0.0070,0.0001,0.0006
ssms,3790,0.0072,0.0001,0.0007
ssms,3800,0.0075,0.0001,0.0008
ssms,3810,0.0074,0.0001,0.0007
ssms,3820,0.0077,0.0001,0.0008
ssms,3830,0.0079,0.0003,0.0023
ssms,3840,0.0070,0.0001,0.0006
ssms,3850,0.0076,0.0001,0.0009
ssms,3860,0.0073,0.0001,0.0007
ssms,3870,0.0071,0.0001,0.0007
ssms,3880,0.0071,0.0001,0.0006
ssms,3890,0.0071,0.0001,0.0006
ssms,3900,0.0071,0.0001,0.0006
ssms,3910,0.0071,0.0001,0.0007
ssms,3920,0.0072,0.0001,0.0009
ssms,3930,0.0071,0.0001,0.0007
ssms,3940,0.0071,0.0001,0.0006
ssms,3950,0.0071,0.0001,0.0007
ssms,3960,0.0072,0.0001,0.0007
ssms,3970,0.0073,0.0001,0.0006
ssms,3980,0.0073,0.0001,0.0006
ssms,3990,0.0074,0.0001,0.0006
ssms,4000,0.0076,0.0001,0.0007
ssms,4010,0.0074,0.0001,0.0007
ssms,4020,0.0076,0.0001,0.0006
ssms,4030,0.0076,0.0001,0.0007
ssms,4040,0.0076,0.0001,0.0008
ssms,4050,0.0075,0.0001,0.0007
ssms,4060,0.0077,0.0002,0.0015
ssms,4070,0.0074,0.0001,0.0006
ssms,4080,0.0075,0.0001,0.0007
ssms,4090,0.0078,0.0001,0.0009
ssms,4100,0.0092,0.0011,0.0076
ssms,4110,0.0101,0.0017,0.0120
ssms,4120,0.0092,0.0009,0.0066
ssms,4130,0.0087,0.0010,0.0067
ssms,4140,0.0086,0.0009,0.0066
ssms,4150,0.0087,0.0009,0.0062
ssms,4160,0.0084,0.0009,0.0063
ssms,4170,0.0084,0.0009,0.0063
ssms,4180,0.0086,0.0009,0.0062
ssms,4190,0.0089,0.0011,0.0081
ssms,4200,0.0090,0.0010,0.0069
ssms,4210,0.0090,0.0009,0.0065
ssms,4220,0.0091,0.0009,0.0065
ssms,4230,0.0096,0.0012,0.0088
ssms,4240,0.0106,0.0011,0.0081
ssms,4250,0.0102,0.0012,0.0086
ssms,4260,0.0100,0.0011,0.0080
ssms,4270,0.0127,0.0022,0.0158
ssms,4280,0.0096,0.0010,0.0073
ssms,4290,0.0124,0.0020,0.0139
ssms,4300,0.0120,0.0015,0.0106
ssms,4310,0.0293,0.0145,0.1025
ssms,4320,0.0108,0.0014,0.0097
ssms,4330,0.0112,0.0015,0.0106
ssms,4340,0.0154,0.0048,0.0339
ssms,4350,0.0120,0.0021,0.0149
ssms,4360,0.0106,0.0015,0.0103
ssms,4370,0.0122,0.0015,0.0109
ssms,4380,0.0095,0.0011,0.0077
ssms,4390,0.0098,0.0013,0.0095
ssms,4400,0.0105,0.0012,0.0088
ssms,4410,0.0097,0.0011,0.0081
ssms,4420,0.0098,0.0010,0.0070
ssms,4430,0.0097,0.0011,0.0074
ssms,4440,0.0094,0.0010,0.0069
ssms,4450,0.0098,0.0011,0.0078
ssms,4460,0.0098,0.0011,0.0079
ssms,4470,0.0105,0.0013,0.0095
ssms,4480,0.0101,0.0011,0.0077
ssms,4490,0.0107,0.0014,0.0099
ssms,4500,0.0114,0.0011,0.0080
ssms,4510,0.0099,0.0011,0.0075
ssms,4520,0.0144,0.0032,0.0225
ssms,4530,0.0118,0.0014,0.0100
ssms,4540,0.0206,0.0050,0.0355
ssms,4550,0.0104,0.0010,0.0072
ssms,4560,0.0160,0.0030,0.0211
ssms,4570,0.0109,0.0012,0.0081
ssms,4580,0.0113,0.0012,0.0088
ssms,4590,0.0119,0.0012,0.0084
ssms,4600,0.0112,0.0013,0.0090
ssms,4610,0.0109,0.0011,0.0077
ssms,4620,0.0113,0.0014,0.0098
ssms,4630,0.0105,0.0011,0.0074
ssms,4640,0.0113,0.0011,0.0077
ssms,4650,0.0106,0.0011,0.0076
ssms,4660,0.0111,0.0012,0.0088
ssms,4670,0.0127,0.0021,0.0149
ssms,4680,0.0094,0.0010,0.0071
ssms,4690,0.0094,0.0009,0.0064
ssms,4700,0.0091,0.0010,0.0069
ssms,4710,0.0093,0.0009,0.0063
ssms,4720,0.0094,0.0009,0.0062
ssms,4730,0.0099,0.0009,0.0067
ssms,4740,0.0091,0.0009,0.0064
ssms,4750,0.0091,0.0009,0.0062
ssms,4760,0.0091,0.0009,0.0062
ssms,4770,0.0092,0.0009,0.0060
ssms,4780,0.0092,0.0008,0.0060
ssms,4790,0.0092,0.0009,0.0060
ssms,4800,0.0091,0.0009,0.0063
ssms,4810,0.0094,0.0009,0.0061
ssms,4820,0.0092,0.0009,0.0064
ssms,4830,0.0103,0.0012,0.0083
ssms,4840,0.0092,0.0009,0.0062
ssms,4850,0.0096,0.0009,0.0066
ssms,4860,0.0100,0.0009,0.0067
ssms,4870,0.0131,0.0022,0.0153
ssms,4880,0.0105,0.0010,0.0068
ssms,4890,0.0099,0.0010,0.0071
ssms,4900,0.0096,0.0010,0.0070
ssms,4910,0.0097,0.0009,0.0067
ssms,4920,0.0114,0.0013,0.0092
ssms,4930,0.0102,0.0011,0.0075
ssms,4940,0.0098,0.0009,0.0066
ssms,4950,0.0097,0.0009,0.0066
ssms,4960,0.0100,0.0010,0.0070
ssms,4970,0.0101,0.0009,0.0067
ssms,4980,0.0102,0.0009,0.0065
ssms,4990,0.0101,0.0009,0.0065
ssms,5000,0.0101,0.0009,0.0067
ssms,6000,0.0117,0.0010,0.0068
ssms,7000,0.0144,0.0013,0.0090
ssms,8000,0.0167,0.0014,0.0096
ssms,9000,0.0193,0.0013,0.0092
ssms,10000,0.0190,0.0015,0.0107
ssms,11000,0.0199,0.0015,0.0104
ssms,12000,0.0223,0.0015,0.0105
ssms,13000,0.0269,0.0018,0.0124
ssms,14000,0.0264,0.0018,0.0127
ssms,15000,0.0267,0.0017,0.0118
ssms,16000,0.0281,0.0019,0.0131
ssms,17000,0.0357,0.0030,0.0211
ssms,18000,0.0410,0.0048,0.0336
ssms,19000,0.0402,0.0044,0.0312
ssms,20000,0.0427,0.0040,0.0282
ssms,21000,0.0384,0.0034,0.0242
ssms,22000,0.0391,0.0030,0.0213
ssms,23000,0.0444,0.0034,0.0238
ssms,24000,0.0452,0.0033,0.0235
ssms,25000,0.0462,0.0034,0.0240
ssms,26000,0.0495,0.0034,0.0241
ssms,27000,0.0480,0.0035,0.0247
ssms,28000,0.0463,0.0035,0.0248
ssms,29000,0.0524,0.0047,0.0329
ssms,30000,0.0536,0.0035,0.0245
ssms,31000,0.0542,0.0036,0.0252
ssms,32000,0.0537,0.0034,0.0241
ssms,33000,0.0561,0.0036,0.0257
ssms,34000,0.0606,0.0040,0.0280
ssms,35000,0.0612,0.0032,0.0229
ssms,36000,0.0635,0.0033,0.0232
ssms,37000,0.0613,0.0032,0.0225
ssms,38000,0.0646,0.0033,0.0236
ssms,39000,0.0675,0.0037,0.0259
ssms,40000,0.0683,0.0038,0.0269
ssms,41000,0.0718,0.0049,0.0348
ssms,42000,0.0691,0.0039,0.0273
ssms,43000,0.0721,0.0043,0.0305
ssms,44000,0.0711,0.0036,0.0258
ssms,45000,0.0748,0.0034,0.0238
ssms,46000,0.0771,0.0035,0.0249
ssms,47000,0.0803,0.0044,0.0310
ssms,48000,0.0777,0.0036,0.0255
ssms,49000,0.0782,0.0035,0.0250
ssms,50000,0.0834,0.0039,0.0275
ssms,51000,0.0832,0.0037,0.0263
ssms,52000,0.0833,0.0038,0.0270
ssms,53000,0.0941,0.0043,0.0301
ssms,54000,0.0905,0.0038,0.0270
ssms,55000,0.0918,0.0039,0.0277
ssms,56000,0.0924,0.0040,0.0282
ssms,57000,0.0937,0.0039,0.0273
ssms,58000,0.0931,0.0037,0.0260
ssms,59000,0.0949,0.0048,0.0340
ssms,60000,0.0957,0.0049,0.0346
ssms,61000,0.1003,0.0062,0.0439
ssms,62000,0.0999,0.0060,0.0427
ssms,63000,0.0997,0.0039,0.0275
ssms,64000,0.1007,0.0038,0.0267
ssms,65000,0.1024,0.0037,0.0258
ssms,66000,0.1053,0.0036,0.0256
ssms,67000,0.1067,0.0036,0.0255
ssms,68000,0.1070,0.0036,0.0254
ssms,69000,0.1088,0.0037,0.0259
ssms,70000,0.1096,0.0037,0.0259
ssms,71000,0.1107,0.0036,0.0257
ssms,72000,0.1112,0.0036,0.0257
ssms,73000,0.1128,0.0037,0.0264
ssms,74000,0.1162,0.0038,0.0272
ssms,75000,0.1163,0.0037,0.0262
ssms,76000,0.1176,0.0037,0.0261
ssms,77000,0.1183,0.0037,0.0259
ssms,78000,0.1195,0.0038,0.0272
ssms,79000,0.1207,0.0036,0.0252
ssms,80000,0.1204,0.0035,0.0250
ssms,81000,0.1226,0.0037,0.0261
ssms,82000,0.1326,0.0051,0.0359
